strain,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
ALE2,0.908354271,0.909385482,0.909118643,0.912388696,0.91144422,0.907804847,0.907520307,0.91091694,0.912302424,0.913053501,0.912468439,0.912270924,0.914500323,0.91629699,0.927508015,1.065602546,1.507330431,2.332119822,3.85853429,5.762660395,8.542680854,11.27666953,14.97827904,17.80170077,19.5342877,20.28546301,19.5498513,19.12183362,18.37527339,17.69875961,18.14762715,17.55377451,16.60023852,15.99447427,15.53019591,14.74805969,14.24274072,13.72169428,13.29640258,13.21248097,12.67857549,12.58354077,11.84490731,11.57527576,11.21735311,11.01965252,10.79941648,10.52867597,10.44713282,10.37263846,9.902231261,9.955645824,9.631338852,9.625356286,9.422940048,9.350157196,9.233955151,9.289759702,9.031306149,8.912176768,8.788811803,8.803534734,8.647384911,8.762347505,8.487730529,8.471025443,8.523543965,8.563798063,8.357033146,8.385513464,8.281874619,8.230509023,8.067463573,8.088317597,8.000775401,8.066831388,7.887792574,7.806050216,7.909094632,7.804077899,7.623538763,7.604256838,7.106253013,7.102423861,7.017426699,6.959857793,6.776676786,6.590686545,6.295870777,6.175903694,6.422077974,5.966670287,5.876613479,5.965060325,6.140313558,6.071692124,6.019404112,5.235606058,5.034927775,4.895797836,4.790271344,4.405065381,4.568165541,4.379690346,4.303215517,4.320590876,4.378380212,4.09304379,4.343311488,4.210290296,4.168842759,4.100815344,3.996179381,3.921611958,3.847515207,3.711886217,3.741402759,3.759154515,3.942799724,3.594594477,3.5663381,3.434851913,3.264223254,3.474924976,3.436305704,3.451874898,3.496440948,3.506673648,3.797915034,3.882476212,3.784477457,3.951474514,3.927208152,4.175044275,7.727814951,7.648001113,7.296007348,7.409273258,7.042106887,7.328937924,6.860691654,6.556999095,6.504081187,6.205792209,6.121696421,6.215385715,6.130989628,6.167716864,6.129647858,5.744725921
ALE2,0.919244296,0.920018249,0.918075144,0.923510954,0.925686089,0.923459979,0.922542721,0.925309102,0.923011884,0.926881872,0.924802611,0.927047008,0.922707048,0.924225957,0.940969564,1.088633661,1.512134543,2.313618063,3.940616172,6.157785546,9.290319949,12.50163858,16.40844089,18.92546681,20.25241947,19.54037869,18.67654125,18.08112464,17.20688439,16.66408423,15.63636069,15.18188902,14.33244636,13.97558742,13.72270724,12.96238916,12.65262354,12.20510395,11.84444853,11.9460031,11.36793,11.48133408,10.75824801,10.61668052,10.31696023,10.1670219,9.989147245,9.735694386,9.620882799,9.673725224,9.123577529,9.268723193,8.909718499,8.979332987,8.763560237,8.744904213,8.697212207,8.813428719,8.478528556,8.411882126,8.326051503,8.403951086,8.188176854,8.342139835,8.016304589,7.936568239,8.026105286,8.146519362,7.892770691,7.93099105,7.821494952,7.770980328,7.618702172,7.724700189,7.672457982,7.699074579,7.523523415,7.463787243,7.651277659,7.559552797,7.315091874,7.419004687,7.008305688,6.851860494,7.228449717,5.840002404,5.700004263,7.15774247,7.253765643,7.020447106,7.087512785,6.748856345,6.629259252,5.400779971,4.146026027,4.123132892,4.109493478,3.964407517,4.017189036,3.927463252,3.961192189,4.025293841,4.39222065,4.362493757,4.394959761,4.323899441,4.775562244,4.559947118,5.051131717,5.264977061,5.253502268,5.239728388,4.918045658,4.975084686,5.161708105,4.667117507,4.793082821,4.793302331,5.112378403,4.592776689,4.677088739,4.503791457,4.442311258,4.599556753,4.469582859,4.386269559,4.139621391,3.962449528,4.248542676,4.124466604,3.907408672,3.965628634,3.895877271,3.892088806,9.185058986,9.205275249,8.925248708,9.085657376,8.233905577,9.515342204,8.998128624,8.74053802,9.062468453,8.741170547,8.689443378,9.219614277,9.273369631,9.243261081,7.549937836,7.021673762
ALE2,0.942302157,0.935591312,0.93776421,0.938046573,0.939345629,0.938877649,0.940897374,0.939178798,0.939308201,0.939460603,0.941603656,0.941621743,0.946276138,0.947730745,0.950999192,1.051774652,1.350540762,1.809681076,2.593114062,3.592362022,5.261952909,6.436928969,8.518784106,10.09591711,11.70850745,13.48311673,13.64731392,14.29925895,14.43831533,14.18853091,13.48249523,12.95571639,12.54718575,12.64652181,12.74606509,11.90133112,11.94285592,11.60370266,11.55875269,11.66383549,11.29517796,11.67129822,11.36311306,11.22108839,10.90809871,10.86049008,10.69627312,10.52486889,10.46783574,10.6243943,10.01032407,10.12557453,9.745471619,9.835753688,9.559711596,9.58761381,9.562812476,9.601448366,9.266632017,9.273272299,9.014531164,9.128211936,9.063257059,9.22788013,8.788220731,8.720507975,8.787928429,8.935445036,8.659699615,8.640273965,8.549358308,8.495656311,8.344824189,8.511833102,8.368138502,8.426551197,7.853549421,7.938821296,7.92658798,8.291643844,7.87887584,8.121191759,7.880945763,7.735809489,7.591128272,7.587432751,7.21802638,7.604936566,7.565091591,7.202147736,7.571718518,7.434273985,7.295740846,7.548833671,7.258531962,7.339297209,7.141698093,7.018024459,6.943443398,6.613040565,6.541364753,6.729385665,6.884087425,6.770773876,6.674769153,6.676296675,6.809974565,6.438949119,6.550871697,6.168658188,6.022960474,5.847099677,5.841334917,5.659780789,5.676058971,4.924726712,5.553155187,6.380511965,6.90491539,6.390166921,6.167612702,5.69387881,5.496883679,5.558719336,5.373642636,5.223946141,5.029461483,4.8797086,5.039092554,4.767029831,4.433548401,4.369975707,4.027394851,3.958514506,5.535963257,5.801753317,5.704077539,6.597401509,6.416639576,7.069713495,6.930551493,6.459541648,6.803280576,6.760347992,6.76871548,6.91377065,6.700855494,6.501801621,6.127540052,5.78179956
ALE1,0.860875565,0.861881449,0.863459987,0.86725874,0.865360063,0.862264732,0.863691751,0.863739981,0.868226642,0.863589648,0.861443531,0.864942313,0.865987204,0.862908172,0.884802656,1.074099308,1.672446868,2.936683962,5.060107327,7.949239428,12.01407622,16.21317061,20.31133723,22.56178517,22.81063314,22.09638439,21.26977447,20.39981282,19.76640002,19.09681657,18.46656583,17.90761789,17.38452258,16.89281627,16.463134,16.02408561,15.62813452,15.26634688,14.96550193,14.60129053,14.32706061,14.09925177,13.73452647,13.46215363,13.27237855,13.12329106,13.01689512,12.79517568,12.65221556,12.53424416,12.39098703,12.3163877,12.18231303,12.0592825,11.94045497,11.89408794,11.82518311,11.68670582,11.65501624,11.56657929,11.49130313,11.40459185,11.36032988,11.33193006,11.23588424,11.21256896,11.15578988,11.12591082,11.05033959,10.99073046,10.97808652,10.95380431,10.90577037,10.82863334,10.8263201,10.85292941,10.73810199,10.65210935,10.6439554,10.53201129,10.57213682,10.56225452,10.42140242,10.51523697,10.43583694,10.39525354,10.37670226,10.35654058,10.33190502,10.32304984,10.24531273,10.24282651,10.19598012,10.1659774,10.05393471,10.08415828,10.07792267,10.0832856,10.01530152,9.922155427,9.970642063,9.841732152,10.06331271,10.43424427,10.50999465,10.49447641,10.56693255,10.46496289,10.74043068,10.75284582,10.8318147,10.86933558,10.78905395,10.81332157,10.75396123,10.65615293,10.6994442,10.68548668,10.77094041,10.8492401,11.17291037,11.13436862,11.25971342,11.27445038,11.28996789,11.30679741,11.35806934,11.37497576,11.50195573,11.51814191,11.59156274,11.58411456,11.53761341,11.69466327,11.75790255,11.82596719,12.14710782,12.21253186,12.27579191,12.33976939,12.40680457,12.50901284,12.51709548,12.55037444,12.57848583,12.57974398,12.64764153,12.71296077,12.85066777,12.78132256
ALE1,0.922795285,0.919115561,0.924117236,0.921038554,0.921495947,0.922443918,0.919841367,0.917147711,0.916432584,0.919370748,0.916348174,0.916973539,0.916943364,0.91745206,0.935625043,1.097813408,1.591065623,2.613028319,4.405777039,6.79816405,10.10965371,13.65431066,17.5431142,20.34659778,22.20665409,22.1710223,21.3639986,20.26125087,19.5256375,18.73896033,18.01860483,17.3944796,16.80466236,16.23340669,15.84634609,15.36557586,14.90760455,14.53485854,14.20321674,13.93439924,13.64548626,13.39905866,13.06859324,12.7182896,12.56141532,12.39462163,12.30596635,12.05829795,11.92917191,11.85826119,11.68893808,11.58243673,11.43886268,11.36289593,11.24384701,11.19913459,11.08851658,11.00407644,10.96027584,10.89534398,10.83344368,10.74818909,10.69960635,10.6596464,10.58009775,10.54069507,10.46537983,10.44700733,10.42741299,10.33713057,10.28677255,10.29621158,10.20278872,10.15695683,10.11622337,10.07708365,9.99200368,9.905905627,9.904092677,9.876691456,9.840912811,9.836375567,9.781762086,9.771464316,9.713591067,9.682710836,9.667123752,9.658727714,9.608717409,9.59421032,9.487788725,9.47346529,9.416321067,9.441184565,9.29989446,9.309607921,9.320598297,9.326622583,9.227363158,9.169884065,9.181570503,9.035570147,9.15645915,9.132561127,9.184741584,9.186679657,9.220058363,9.183251729,9.243120728,9.247414419,9.314668374,9.378637179,9.295855381,9.309341389,9.284066986,9.245725774,9.265317569,9.271440992,9.365071082,9.302807108,9.399825351,9.375583038,9.442685661,9.423350398,9.351064058,9.358570643,9.394880968,9.387047239,9.480422494,9.519468856,9.50806872,9.471346867,9.408638524,9.511759891,9.592035945,9.20837387,9.419055145,9.570405934,9.659416346,9.653773657,9.61319124,9.682104477,9.760833341,9.802945834,9.777894955,9.868532017,9.963613555,10.02751406,10.13741543,10.10825003
ALE1,0.940394086,0.840703227,0.845809806,0.945488768,0.946721719,0.946881886,0.946642847,0.944843989,0.945548397,0.945960916,0.938899858,0.939812766,0.946226407,0.940567679,0.975224273,1.222584005,1.867440851,3.125215128,5.168025212,7.718051452,11.0383741,14.86125296,18.89221762,21.79625314,23.46126699,23.14357303,22.12714978,18.86469976,17.95003674,19.17378197,18.446298,17.82817839,17.13813262,16.52359851,16.06871453,15.54261185,15.06047974,14.67469034,14.3723906,14.00828582,13.70111694,13.49826951,13.09736568,12.80379178,12.60759434,12.43279347,12.25221355,11.99356541,11.90554523,11.77436027,11.62341062,11.52794711,11.44141447,10.14933969,10.08143814,11.14498749,11.02888499,10.83118786,10.82862021,10.74217163,10.69616413,10.60558707,10.43854043,10.45575039,10.39519018,10.31649057,10.29617936,10.30813285,10.18617123,10.14284945,10.08356155,10.05391123,9.959340388,9.900871666,9.839304648,9.828738933,9.749608384,9.649487072,9.689719717,8.540874098,8.587189445,9.526317287,9.428772744,9.534036059,9.516415731,9.427297797,9.407189957,9.350830811,9.306019613,9.288673151,9.222656181,9.238400725,9.19488684,9.142628661,9.058780098,9.076472539,9.026379041,9.033524372,8.95394784,8.866919863,8.879892766,8.767556926,8.863849795,8.7821791,8.858207166,7.889832534,7.859947115,8.778763686,8.711725001,8.642418699,8.694194945,8.658080332,8.640731696,8.604959238,8.622304285,8.500393064,8.647528438,8.617796277,8.765337876,8.746457712,8.759618919,8.739054752,8.718592413,8.752130975,8.684830303,8.644000016,8.664917102,8.650494844,8.758644203,8.621062809,8.587652526,7.619255192,7.542364448,8.553151049,8.453534129,9.064489436,8.930742615,8.956627783,8.896142679,8.627366354,8.081524708,7.860009563,7.789943901,7.528781396,7.324368592,7.230783104,7.181173116,7.11436514,6.955036949,6.583831459
ALE1,0.919037649,0.934730989,0.939714796,0.938983914,0.935604521,0.933006152,0.939339975,0.940751213,0.941734027,0.940376121,0.929871514,0.92831116,0.932774279,0.930710551,0.966209258,1.227519842,1.802102003,2.838395309,4.375111625,6.350571951,9.221539205,11.64654246,15.09152662,17.7911575,19.28763882,19.98850555,18.88097342,18.25651795,17.62232951,17.24683102,16.49217902,15.55876601,15.39091135,15.03317414,14.80022667,14.08314742,13.82565005,13.45781375,13.17831698,12.93901104,12.74857827,12.45909483,12.25124328,11.76329583,11.71063567,11.64745661,11.55386106,11.31927332,11.12106277,11.18189927,10.98471558,10.86214474,10.75375982,10.65854166,10.53832475,10.45645102,10.31443497,10.16668607,10.08795894,10.02885448,9.881174482,9.74305781,9.937059249,9.789303811,9.62530883,9.585072839,9.534425292,9.594145676,9.570745783,9.457485599,9.403116855,9.421955287,9.328300744,9.229632743,9.148122529,9.159795706,9.173628158,9.019712415,9.194718613,9.190929082,9.056626514,9.240595478,9.235730671,9.163499228,9.05770239,9.154646026,9.121634527,9.099554236,9.174995224,9.18107797,9.134599002,9.123791968,9.01354195,9.212965518,8.895159495,8.928728007,9.072151379,9.078349304,8.981592039,8.916563049,9.021764632,8.852689447,8.972000564,8.761092316,8.952016959,8.967309852,9.060055288,8.846002824,8.901055284,8.791312001,8.760797998,8.833611718,8.764446299,8.529773488,8.547204012,8.367876103,8.553052283,8.351068311,8.636824219,8.464562991,8.491133974,8.061980108,7.972998631,7.769928699,7.647689247,7.556739507,7.407846348,6.957113351,7.621258455,7.462018948,7.24334908,7.298591634,7.039710608,7.045586093,7.165213461,11.02771124,11.15155265,11.21743723,11.24504947,11.22265626,11.22008015,11.2976531,11.42327609,11.41740678,11.43156498,11.47023878,11.48576988,11.5230457,11.57090779,11.62333995
ALE1,0.916877944,0.917564797,0.914592164,0.916714167,0.91789993,0.917475546,0.912512194,0.916263368,0.913072898,0.918464277,0.916194614,0.915286404,0.916261692,0.91433856,0.924331768,1.036668762,1.422120018,2.273884816,3.785521286,5.97347206,9.184791394,13.04127436,17.40764877,20.7166165,23.42934056,23.82339157,22.74812252,21.6555705,20.71068583,19.88103267,19.07394105,18.27273051,17.60424073,16.91967641,16.38627421,15.85641669,15.32642958,14.97353787,14.55032452,14.15936675,13.88335795,13.63480596,13.27335646,12.90587222,12.70005392,12.52485089,12.38331542,12.1368227,11.94996381,11.84552624,11.66162986,11.52565961,11.40588732,11.15644298,11.1091773,11.00626731,10.95295611,10.7293309,10.68694487,10.63338479,10.51428455,10.36145625,10.35945391,10.27392829,10.19920085,10.16770204,10.0159946,10.02758298,9.907755587,9.811594589,9.815711902,9.747120641,9.721210986,9.601063814,9.562303686,9.621984916,9.476006896,9.382821654,9.348225947,9.29306926,9.356880411,9.343097331,9.204052156,9.270017203,9.184648689,9.140846082,9.104739787,9.101671037,9.092900066,9.097738461,9.074751597,9.035473676,9.029324375,9.023590422,8.890521956,8.904996981,9.135386416,9.127914072,9.090647282,9.057222396,9.182967215,9.054508877,9.26321011,9.086803667,9.137647537,9.076313002,9.216677142,9.119964387,9.220665309,9.248372459,9.261440248,9.395106129,9.266367526,9.377264334,9.325321871,9.308745173,9.383886976,9.388832192,9.447829269,9.395971224,9.420642858,9.426588806,9.442488864,9.43491874,9.381257154,9.446421047,9.501304391,9.607118243,11.03396873,10.9781099,10.99365741,10.98603812,11.09139866,11.15423626,11.34969756,11.44572751,11.48230852,11.4945339,11.5297827,11.60542162,11.65432942,11.78710433,11.85684915,11.90166473,12.06280196,11.96117335,12.04281515,12.1399978,12.21698644,12.14067607
ALE1,0.906129244,0.89997708,0.900404076,0.899394242,0.903514308,0.897985425,0.902907256,0.901305692,0.901696571,0.898398497,0.902690149,0.901465762,0.903593928,0.896770633,0.912474323,1.036394284,1.421480942,2.25721191,3.701054736,5.669253417,8.510463664,11.83141264,15.56599208,18.47159416,20.92511464,22.04790464,21.5271092,20.33974962,19.34576604,18.49741603,17.71415527,16.97554548,16.2982491,15.70670805,15.17192539,14.60501352,14.1259196,13.78739528,13.39794443,13.02618396,12.74138095,12.5114896,12.1350039,11.78181597,11.5841903,11.3896749,11.25550173,11.0189357,10.84084885,10.72664778,10.55372151,10.43309502,10.3125431,10.10652825,10.00800979,9.937896768,9.825334455,9.668516421,9.612557225,9.528903313,9.450264423,9.318477193,9.269303196,9.183791194,9.11812616,9.090490138,8.965621244,8.953877965,8.860485558,8.78506344,8.757999917,8.723665438,8.678027307,8.609115698,8.558993016,8.593686897,8.457111435,8.37560438,8.354584692,8.268035795,8.300550599,8.281161162,8.160725124,8.204329406,8.142671411,8.109829901,8.067204602,8.051446745,8.004494601,7.983805254,7.912772996,7.891125087,7.863382772,7.817376871,7.729924889,7.699431604,7.81603386,7.80485827,7.741715123,7.696632349,7.725747372,7.600839554,7.718799849,7.565090926,7.561742746,7.514529384,7.578118111,7.483158817,7.495306099,7.45658262,7.416464718,7.460567984,7.376865571,7.404148766,7.328929193,7.26717646,7.277225775,7.251048883,7.294271266,7.217460573,7.172980841,7.108390662,7.104417141,7.04854762,6.951958069,6.916950716,6.87694861,6.705217557,8.257633192,8.221653648,8.230591107,8.22663154,8.240078986,8.323145593,8.380326185,8.387205041,8.425107114,8.430935181,8.461833694,8.531271443,8.537004501,8.537953744,8.585259273,8.577780858,8.638109117,8.58375238,8.606270648,8.638324576,8.661343266,8.596924114
ALE1,0.95154714,0.951405072,0.952225089,0.954607073,0.954207432,0.953356331,0.954876915,0.955910467,0.957633609,0.952857932,0.956925064,0.954845906,0.954734839,0.952593152,0.970828688,1.147975655,1.698075992,2.809803664,4.673197275,7.192119351,10.48158941,14.44649465,18.59158268,21.90403069,23.85047676,23.99976577,22.93271874,21.77039375,20.77600916,19.89276312,19.12460398,18.34598189,17.53255423,17.03441816,16.44071593,15.93517641,15.44060415,15.10842617,14.68641394,14.27569368,14.00396719,13.78277974,13.43322277,13.07036422,12.90799588,12.69629786,12.52364521,12.30304318,12.13653526,12.00993216,11.86831402,11.76059758,11.66103647,11.45362584,11.41720334,11.32544247,11.22670826,11.06038921,11.04158524,10.92107437,10.87985391,10.73769666,10.67767839,10.60587273,10.52855017,10.51026251,10.40690112,10.38048231,10.28034611,10.18765019,10.15782672,10.12678813,10.05933167,9.974820552,9.91863041,9.944271406,9.824747217,9.730589636,9.690912066,9.565373208,9.595589564,9.547013848,9.408706938,9.459965821,9.375660685,9.331250411,9.284817396,9.257241145,9.200445238,9.177575027,9.106050132,9.064383575,9.027533191,8.980358072,8.867811157,8.871739199,8.867119934,8.865190466,8.802201448,8.734958637,8.748639315,8.588948085,8.739430174,8.54479705,8.50737783,8.459639151,8.490491229,8.361292049,8.332123819,8.291231053,8.267283532,8.306370972,8.189077021,8.208289481,8.124257708,8.060649134,8.072001986,8.033770906,8.024099136,7.935207763,7.913160875,7.875069355,7.877399676,7.810771364,7.700755123,7.659696064,7.649050881,7.681345369,7.920437869,7.84085246,7.810626856,7.753860575,7.668089193,7.696723082,7.66693179,7.567262104,7.538549549,7.496244427,7.454849251,7.396702329,7.3160588,7.253213458,7.216834735,7.141286419,7.10158599,7.005037117,6.93944124,6.891982895,6.866212335,6.724812679
ALE1,0.928150292,0.933317144,0.936683448,0.937014251,0.940700479,0.943031093,0.943957647,0.946146076,0.949746262,0.952598658,0.947422237,0.950271359,0.951951998,0.951893016,0.976359222,1.210377866,1.863097582,3.11890621,5.105539262,7.662845602,10.81567797,14.46028778,18.18857146,21.59013872,23.74211156,24.01545672,23.18624716,22.23998325,21.34065191,20.50339835,19.8012847,19.17634892,18.59400406,17.91952753,17.43081477,16.9275697,16.42900471,16.09072854,15.74718533,15.26723568,14.97009931,14.73379956,14.40649799,14.09759105,13.91267592,13.70875362,13.55571121,13.31411531,13.17920852,13.06275772,12.92424584,12.82639451,12.7298582,12.56907337,12.50390207,12.42022262,12.31759952,12.1970818,12.16313471,12.08229635,12.04095259,11.95378829,11.85738219,11.78868807,11.73305516,11.68756327,11.59368607,11.55078206,11.44572863,11.3905223,11.35408728,11.31926461,11.22661658,11.18051194,11.14545928,11.14395023,11.03418897,10.96837056,10.91814619,10.82192748,10.84923783,10.76985853,10.65721168,10.72688889,10.67211582,10.57543702,10.53358641,10.4912872,10.45900201,10.381862,10.337117,10.26899691,10.23360942,10.14749015,10.07727014,10.05438477,10.01891233,10.00247734,9.952849408,9.917812045,9.919894156,9.815951352,9.894042653,9.79245356,9.71400825,9.648560807,9.65240149,9.596440234,9.527514574,9.499292611,9.453676838,9.472488254,9.354971251,9.355980571,9.2711683,9.238510325,9.157698367,9.162737526,9.15327582,9.083349106,9.050908804,8.970428802,8.971267693,8.894303996,8.79445266,8.795787698,8.779847245,8.840948272,9.169105028,9.09358692,9.073211152,8.995259488,8.939222595,8.990427097,8.984141054,8.906325325,8.841085732,8.806514619,8.779547694,8.755626494,8.691594868,8.65807135,8.600058629,8.510560343,8.232273419,8.226929612,8.093993296,7.853862998,7.936493698,7.777345896
